message,Jumlah
ifAlias:  -> ppp188,2
Fanspeed under threshold: 2605 rpm (< 2754.4 rpm),2
ifAlias:  -> ppp179,2
ifAlias:  -> ppp24,2
Fanspeed under threshold: 2343 rpm (< 2754.4 rpm),2
STP designated root changed: 50464a704831 > 0cc6ccf90a71,2
ifPhysAddress: 70db98325306 -> 000000000000,2
dBm under threshold: -40 dBm (< -18.39 dBm),2
Fanspeed under threshold: 2602 rpm (< 2754.4 rpm),2
ifDescr:  -> ppp188,2
ifDescr:  -> ppp189,2
Fanspeed under threshold: 2332 rpm (< 2754.4 rpm),2
Fanspeed under threshold: 2598 rpm (< 2754.4 rpm),2
ifDescr:  -> ppp190,2
ifAlias:  -> ppp172,2
Temperature above threshold: 49 °C (> 46 °C),2
ifSpeed: 10 Gbps -> 100 Mbps,2
ifAlias:  -> ppp171,2
ifAlias:  -> ppp303,2
Fanspeed under threshold: 2593 rpm (< 2754.4 rpm),2
Voltage under threshold: 0 V (< 45.0772 V),2
ifSpeed: 100 Mbps -> 0 bps,2
ifDescr:  -> ppp195,2
ifDescr:  -> ppp196,2
ifAlias:  -> ppp342,2
ifAlias:  -> ppp169,2
ifAlias:  -> ppp401,2
ifAlias:  -> ppp154,2
Fanspeed under threshold: 2590 rpm (< 2754.4 rpm),2
ifAlias:  -> ppp40,2
Voltage under threshold: 0 V (< 2.82625 V),2
ifDescr:  -> ppp205,2
ifAlias:  -> ppp302,2
ifAlias:  -> <pptp-RemoteMLGPAS2-62>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-63>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-64>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-65>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-66>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-67>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-68>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-69>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-6>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-70>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-71>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-72>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-73>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-74>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-75>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-76>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-77>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-78>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-79>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-7>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-80>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-81>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-82>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-83>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-84>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-85>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-86>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-87>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-88>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-89>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-8>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-90>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-91>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-92>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-93>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-94>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-95>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-96>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-97>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-98>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-99>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-9>,1
ifAlias:  -> <pptp-lanmlg-1>,1
ifAlias:  -> BACKUP KE PAS di aktifkan kalo MLG - PAS CUT,1
ifAlias:  -> OA-Linknet,1
ifAlias:  -> Starlink,1
ifAlias:  -> br-030934d586fd,1
ifAlias:  -> br-0a3310fd456b,1
ifAlias:  -> br-0d014278628e,1
ifAlias:  -> br-0fe6bf8fb541,1
ifAlias:  -> br-10f13b1efd33,1
ifAlias:  -> br-2310a72f52c6,1
ifAlias:  -> br-26a9ee412f49,1
ifAlias:  -> br-2ad09cd5a2d5,1
ifAlias:  -> br-3098308db9e1,1
ifAlias:  -> br-362e8fa743ff,1
ifAlias:  -> br-36dcc59d113e,1
ifAlias:  -> br-4516a8d7c78a,1
ifAlias:  -> br-47aec40a8349,1
ifAlias:  -> br-490efc873ac8,1
ifAlias:  -> br-51704ceb2d73,1
ifAlias:  -> br-571b9e8f6a11,1
ifAlias:  -> br-5c538b0b13fc,1
ifAlias:  -> br-5e50e7926eb4,1
ifAlias:  -> br-65545ff7e2c2,1
ifAlias:  -> br-6754f9342be3,1
ifAlias:  -> br-6deb69840ca7,1
ifAlias:  -> br-6e07e5742fe3,1
ifAlias:  -> br-772e68d1bfaf,1
ifAlias:  -> br-7d9ce549a76b,1
ifAlias:  -> br-894a8814472e,1
ifAlias:  -> br-910a6b571b35,1
ifAlias:  -> br-9140bf1313a5,1
ifAlias:  -> br-92209208e972,1
ifAlias:  -> br-95bf047913bc,1
ifAlias:  -> br-98788d4a228a,1
ifAlias:  -> br-9d5c15899ad8,1
ifAlias:  -> br-a1a213b7228d,1
ifAlias:  -> br-a3aeb9341013,1
ifAlias:  -> br-a53ef02a7440,1
ifAlias:  -> br-a97023698a4e,1
ifAlias:  -> br-aa59ab9b53c6,1
ifAlias:  -> br-ab713fa499cb,1
ifAlias:  -> br-ae7b0c163811,1
ifAlias:  -> br-b658b286fcf8,1
ifAlias:  -> br-b94e19666ec5,1
ifAlias:  -> br-bd570e68f62a,1
ifAlias:  -> br-c9c8efada4d0,1
ifAlias:  -> br-cc0073aa17d7,1
ifAlias:  -> br-d10b5f28e4e7,1
ifAlias:  -> br-d1e1d2526590,1
ifAlias:  -> br-d3214fa4666c,1
ifAlias:  -> br-d4b06da4d70a,1
ifAlias:  -> br-d664118454ef,1
ifAlias:  -> br-d66fe9932f1e,1
ifAlias:  -> br-dbb7c1e903a2,1
ifAlias:  -> br-dc597b7bd938,1
ifAlias:  -> br-dedd8e2afeda,1
ifAlias:  -> br-e022a5f83e94,1
ifAlias:  -> br-e5fed7d608e3,1
ifAlias:  -> br-e8212e1f2cf8,1
ifAlias:  -> br-e927116c7433,1
ifAlias:  -> br-ead28a3aa309,1
ifAlias:  -> br-f39f87f63fea,1
ifAlias:  -> br-fd55f92f32e8,1
ifAlias:  -> br-ff8d902ae79d,1
ifAlias:  -> eoip-tunnel1,1
ifAlias:  -> gpon_olt-1/2/1,1
ifAlias:  -> gpon_olt-1/2/10,1
ifAlias:  -> gpon_olt-1/2/11,1
ifAlias:  -> gpon_olt-1/2/12,1
ifAlias:  -> gpon_olt-1/2/13,1
ifAlias:  -> gpon_olt-1/2/14,1
ifAlias:  -> gpon_olt-1/2/15,1
ifAlias:  -> gpon_olt-1/2/16,1
ifAlias:  -> gpon_olt-1/2/2,1
ifAlias:  -> gpon_olt-1/2/3,1
ifAlias:  -> gpon_olt-1/2/4,1
ifAlias:  -> gpon_olt-1/2/5,1
ifAlias:  -> gpon_olt-1/2/6,1
ifAlias:  -> gpon_olt-1/2/7,1
ifAlias:  -> gpon_olt-1/2/8,1
ifAlias:  -> gpon_olt-1/2/9,1
ifAlias:  -> ppp103,1
ifAlias:  -> ppp112,1
ifAlias:  -> ppp114,1
ifAlias:  -> ppp12,1
ifAlias:  -> ppp123,1
ifAlias:  -> ppp136,1
ifAlias:  -> ppp137,1
ifAlias:  -> ppp140,1
ifAlias:  -> ppp141,1
ifAlias:  -> ppp146,1
ifAlias:  -> ppp147,1
ifAlias:  -> ppp148,1
ifAlias:  -> ppp151,1
ifAlias:  -> ppp152,1
ifAlias:  -> ppp155,1
ifAlias:  -> ppp158,1
ifAlias:  -> ppp159,1
ifAlias:  -> ppp160,1
ifAlias:  -> ppp161,1
ifAlias:  -> ppp162,1
ifAlias:  -> ppp164,1
ifAlias:  -> ppp166,1
ifAlias:  -> ppp168,1
ifAlias:  -> ppp170,1
ifAlias:  -> ppp173,1
ifAlias:  -> ppp176,1
ifAlias:  -> ppp177,1
ifAlias:  -> ppp181,1
ifAlias:  -> ppp183,1
ifAlias:  -> ppp185,1
ifAlias:  -> ppp194,1
ifAlias:  -> ppp197,1
ifAlias:  -> ppp198,1
ifAlias:  -> ppp20,1
ifAlias:  -> ppp200,1
ifAlias:  -> ppp201,1
ifAlias:  -> ppp206,1
ifAlias:  -> ppp212,1
ifAlias:  -> ppp213,1
ifAlias:  -> ppp215,1
ifAlias:  -> ppp217,1
ifAlias:  -> ppp229,1
ifAlias:  -> ppp234,1
ifAlias:  -> ppp238,1
ifAlias:  -> ppp244,1
ifAlias:  -> ppp245,1
ifAlias:  -> ppp249,1
ifAlias:  -> ppp251,1
ifAlias:  -> ppp252,1
ifAlias:  -> ppp256,1
ifAlias:  -> ppp257,1
ifAlias:  -> ppp261,1
ifAlias:  -> ppp268,1
ifAlias:  -> ppp271,1
ifAlias:  -> ppp272,1
ifAlias:  -> ppp278,1
ifAlias:  -> ppp279,1
ifAlias:  -> ppp281,1
ifAlias:  -> ppp282,1
ifAlias:  -> ppp283,1
ifAlias:  -> ppp284,1
ifAlias:  -> ppp286,1
ifAlias:  -> ppp287,1
ifAlias:  -> ppp289,1
ifAlias:  -> ppp296,1
ifAlias:  -> ppp301,1
ifAlias:  -> ppp307,1
ifAlias:  -> ppp308,1
ifAlias:  -> ppp309,1
ifAlias:  -> ppp310,1
ifAlias:  -> ppp311,1
ifAlias:  -> ppp313,1
ifAlias:  -> ppp316,1
ifAlias:  -> ppp320,1
ifAlias:  -> ppp323,1
ifAlias:  -> ppp330,1
ifAlias:  -> ppp332,1
ifAlias:  -> ppp334,1
ifAlias:  -> ppp335,1
ifAlias:  -> ppp338,1
ifAlias:  -> ppp345,1
ifAlias:  -> ppp346,1
ifAlias:  -> ppp347,1
ifAlias:  -> ppp348,1
ifAlias:  -> ppp349,1
ifAlias:  -> ppp357,1
ifAlias:  -> ppp358,1
ifAlias:  -> ppp361,1
ifAlias:  -> ppp363,1
ifAlias:  -> ppp364,1
ifAlias:  -> ppp366,1
ifAlias:  -> ppp368,1
ifAlias:  -> ppp369,1
ifAlias:  -> ppp37,1
ifAlias:  -> ppp371,1
ifAlias:  -> ppp373,1
ifAlias:  -> ppp374,1
ifAlias:  -> ppp375,1
ifAlias:  -> ppp378,1
ifAlias:  -> ppp380,1
ifAlias:  -> ppp381,1
ifAlias:  -> ppp387,1
ifAlias:  -> ppp388,1
ifAlias:  -> ppp391,1
ifAlias:  -> ppp392,1
ifAlias:  -> ppp393,1
ifAlias:  -> ppp396,1
ifAlias:  -> ppp397,1
ifAlias:  -> ppp398,1
ifAlias:  -> ppp400,1
ifAlias:  -> ppp402,1
ifAlias:  -> ppp403,1
ifAlias:  -> ppp408,1
ifAlias:  -> ppp409,1
ifAlias:  -> ppp410,1
ifAlias:  -> ppp411,1
ifAlias:  -> ppp412,1
ifAlias:  -> ppp413,1
ifAlias:  -> ppp414,1
ifAlias:  -> ppp415,1
ifAlias:  -> ppp416,1
ifAlias:  -> ppp417,1
ifAlias:  -> ppp418,1
ifAlias:  -> ppp419,1
ifAlias:  -> ppp420,1
ifAlias:  -> ppp421,1
ifAlias:  -> ppp45,1
ifAlias:  -> ppp46,1
ifAlias:  -> ppp60,1
ifAlias:  -> ppp62,1
ifAlias:  -> ppp69,1
ifAlias:  -> ppp71,1
ifAlias:  -> ppp72,1
ifAlias:  -> ppp76,1
ifAlias:  -> ppp94,1
ifAlias:  -> ppp97,1
ifAlias:  -> sfp4,1
ifAlias:  -> veth0095b5b,1
ifAlias:  -> veth0116feb,1
ifAlias:  -> veth0220954,1
ifAlias:  -> veth02ce483,1
ifAlias:  -> veth03cb0b7,1
ifAlias:  -> veth03ce291,1
ifAlias:  -> veth0646021,1
ifAlias:  -> veth065b90a,1
ifAlias:  -> veth0818770,1
ifAlias:  -> veth09e2aee,1
ifAlias:  -> veth0ba2029,1
ifAlias:  -> veth0bca8da,1
ifAlias:  -> veth0bfaae1,1
ifAlias:  -> veth0c9fd9f,1
ifAlias:  -> veth0cca332,1
ifAlias:  -> veth0d9314d,1
ifAlias:  -> veth0ddf6d4,1
ifAlias:  -> veth100e996,1
ifAlias:  -> veth10e8980,1
ifAlias:  -> veth1149328,1
ifAlias:  -> veth1232627,1
ifAlias:  -> veth1265120,1
ifAlias:  -> veth13718ce,1
ifAlias:  -> veth13d33e3,1
ifAlias:  -> veth145d98b,1
ifAlias:  -> veth14d13fd,1
ifAlias:  -> veth16ca4f0,1
ifAlias:  -> veth16d6050,1
ifAlias:  -> veth172355a,1
ifAlias:  -> veth1781a3a,1
ifAlias:  -> veth17d76a4,1
ifAlias:  -> veth1805b30,1
ifAlias:  -> veth18880f1,1
ifAlias:  -> veth18a96c3,1
ifAlias:  -> veth1a64905,1
ifAlias:  -> veth1bf96c5,1
ifAlias:  -> veth1d162a0,1
ifAlias:  -> veth1e0e5b5,1
ifAlias:  -> veth1f1b75c,1
ifAlias:  -> veth1fbc22e,1
ifAlias:  -> veth20b7808,1
ifAlias:  -> veth2184d14,1
ifAlias:  -> veth21e056e,1
ifAlias:  -> veth21e4774,1
ifAlias:  -> veth239370b,1
ifAlias:  -> veth2442dc3,1
ifAlias:  -> veth245207d,1
ifAlias:  -> veth24fdce2,1
ifAlias:  -> veth26e40c2,1
ifAlias:  -> veth2705bf4,1
ifAlias:  -> veth27cea92,1
ifAlias:  -> veth288997a,1
ifAlias:  -> veth2b84487,1
ifAlias:  -> veth2b92620,1
ifAlias:  -> veth2c44c1b,1
ifAlias:  -> veth2d0ed07,1
ifAlias:  -> veth2d6ec1b,1
ifAlias:  -> veth2d8502d,1
ifAlias:  -> veth2de09b0,1
ifAlias:  -> veth2eb2c76,1
ifAlias:  -> veth2ee859d,1
ifAlias:  -> veth2f6fc4d,1
ifAlias:  -> veth34814a7,1
ifAlias:  -> veth34b03dd,1
ifAlias:  -> veth352f3a8,1
ifAlias:  -> veth3554660,1
ifAlias:  -> veth359ea1a,1
ifAlias:  -> veth35dcfe8,1
ifAlias:  -> veth35e5257,1
ifAlias:  -> veth37387ad,1
ifAlias:  -> veth3a52907,1
ifAlias:  -> veth3a5372e,1
ifAlias:  -> veth3acc0ed,1
ifAlias:  -> veth3b7b84b,1
ifAlias:  -> veth3b8b479,1
ifAlias:  -> veth3c33029,1
ifAlias:  -> veth3d054db,1
ifAlias:  -> veth3d2b94a,1
ifAlias:  -> veth3dbfb35,1
ifAlias:  -> veth3f456b0,1
ifAlias:  -> veth403bfcd,1
ifAlias:  -> veth408e569,1
ifAlias:  -> veth4144a1b,1
ifAlias:  -> veth4286c4f,1
ifAlias:  -> veth4352dd5,1
ifAlias:  -> veth4367a0c,1
ifAlias:  -> veth4433400,1
ifAlias:  -> veth45159b7,1
ifAlias:  -> veth4594dfe,1
ifAlias:  -> veth46af24f,1
ifAlias:  -> veth47151e9,1
ifAlias:  -> veth4a7b9e6,1
ifAlias:  -> veth4ba776d,1
ifAlias:  -> veth4bec1be,1
ifAlias:  -> veth4bf273b,1
ifAlias:  -> veth4c013f3,1
ifAlias:  -> veth4ca63a6,1
ifAlias:  -> veth4cbf49c,1
ifAlias:  -> veth4d5c97f,1
ifAlias:  -> veth4d76346,1
ifAlias:  -> veth4d8a0bf,1
ifAlias:  -> veth4dfac53,1
ifAlias:  -> veth4e7e786,1
ifAlias:  -> veth4f1f309,1
ifAlias:  -> veth5088412,1
ifAlias:  -> veth5223341,1
ifAlias:  -> veth52bec62,1
ifAlias:  -> veth53079c5,1
ifAlias:  -> veth543927e,1
ifAlias:  -> veth5444106,1
ifAlias:  -> veth5444fbb,1
ifAlias:  -> veth553bfe1,1
ifAlias:  -> veth55f4a84,1
ifAlias:  -> veth56a6bf6,1
ifAlias:  -> veth57a2d35,1
ifAlias:  -> veth5837fd2,1
ifAlias:  -> veth5854f3c,1
ifAlias:  -> veth58b07fc,1
ifAlias:  -> veth592ffd7,1
ifAlias:  -> veth5a73b9d,1
ifAlias:  -> veth5add754,1
ifAlias:  -> veth5b8f937,1
ifAlias:  -> veth5c32807,1
ifAlias:  -> veth5e3407c,1
ifAlias:  -> veth5e8c6f7,1
ifAlias:  -> veth5eb475c,1
ifAlias:  -> veth5f6db76,1
ifAlias:  -> veth5f89b1f,1
ifAlias:  -> veth6131752,1
ifAlias:  -> veth6135996,1
ifAlias:  -> veth6156afa,1
ifAlias:  -> veth617b2a7,1
ifAlias:  -> veth63afe4e,1
ifAlias:  -> veth6424290,1
ifAlias:  -> veth64ab041,1
ifAlias:  -> veth6661b21,1
ifAlias:  -> veth66e6b70,1
ifAlias:  -> veth66e8530,1
ifAlias:  -> veth676942e,1
ifAlias:  -> veth68284cc,1
ifAlias:  -> veth6829a6a,1
ifAlias:  -> veth684374b,1
ifAlias:  -> veth68d613b,1
ifAlias:  -> veth68e906e,1
ifAlias:  -> veth691b0d5,1
ifAlias:  -> veth695dad4,1
ifAlias:  -> veth6978a36,1
ifAlias:  -> veth69baf84,1
ifAlias:  -> veth6a8f573,1
ifAlias:  -> veth6c33d3e,1
ifAlias:  -> veth6d33522,1
ifAlias:  -> veth6d8b1e5,1
ifAlias:  -> veth6e9f205,1
ifAlias:  -> veth7060a42,1
ifAlias:  -> veth70f6746,1
ifAlias:  -> veth710e3bc,1
ifAlias:  -> veth71169b3,1
ifAlias:  -> veth727496f,1
ifAlias:  -> veth7421703,1
ifAlias:  -> veth782041f,1
ifAlias:  -> veth79cd6a8,1
ifAlias:  -> veth79f00a7,1
ifAlias:  -> veth7a7369f,1
ifAlias:  -> veth7b22466,1
ifAlias:  -> veth7b854ef,1
ifAlias:  -> veth7cf7761,1
ifAlias:  -> veth7d6cbf6,1
ifAlias:  -> veth7e9dea2,1
ifAlias:  -> veth7f4d8ba,1
ifAlias:  -> veth7f6c660,1
ifAlias:  -> veth80f50cb,1
ifAlias:  -> veth8173263,1
ifAlias:  -> veth81bc3b0,1
ifAlias:  -> veth82a3abd,1
ifAlias:  -> veth82a743c,1
ifAlias:  -> veth83c224a,1
ifAlias:  -> veth858bb5e,1
ifAlias:  -> veth86d07dc,1
ifAlias:  -> veth86f784f,1
ifAlias:  -> veth87a5b33,1
ifAlias:  -> veth8827c6c,1
ifAlias:  -> veth89e5de6,1
ifAlias:  -> veth8a494a0,1
ifAlias:  -> veth8b5e7df,1
ifAlias:  -> veth8d63a07,1
ifAlias:  -> veth8fd2162,1
ifAlias:  -> veth903d69c,1
ifAlias:  -> veth90d725f,1
ifAlias:  -> veth913a2f0,1
ifAlias:  -> veth91f7d88,1
ifAlias:  -> veth92a15e7,1
ifAlias:  -> veth92a4476,1
ifAlias:  -> veth932f9ce,1
ifAlias:  -> veth939ecff,1
ifAlias:  -> veth94782bb,1
ifAlias:  -> veth947f7c2,1
ifAlias:  -> veth94b1a73,1
ifAlias:  -> veth9535f23,1
ifAlias:  -> veth95bb189,1
ifAlias:  -> veth970d5b4,1
ifAlias:  -> veth977ec4d,1
ifAlias:  -> veth985c978,1
ifAlias:  -> veth9947dc0,1
ifAlias:  -> veth99613a8,1
ifAlias:  -> veth9a1cb87,1
ifAlias:  -> veth9a7251b,1
ifAlias:  -> veth9a73dd6,1
ifAlias:  -> veth9a9b3f8,1
ifAlias:  -> veth9aa1d6b,1
ifAlias:  -> veth9aada82,1
ifAlias:  -> veth9abb5ce,1
ifAlias:  -> veth9cbb605,1
ifAlias:  -> veth9d2b9d9,1
ifAlias:  -> veth9d9c6ce,1
ifAlias:  -> veth9e34936,1
ifAlias:  -> veth9e5f0fb,1
ifAlias:  -> veth9e9c50f,1
ifAlias:  -> vetha0449aa,1
ifAlias:  -> vetha0b19a3,1
ifAlias:  -> vetha1378c6,1
ifAlias:  -> vetha1a1ea7,1
ifAlias:  -> vetha238a2a,1
ifAlias:  -> vetha33f743,1
ifAlias:  -> vetha3c190d,1
ifAlias:  -> vetha4f5a87,1
ifAlias:  -> vetha691fc9,1
ifAlias:  -> vetha8553e9,1
ifAlias:  -> vetha948a60,1
ifAlias:  -> vetha9bd625,1
ifAlias:  -> vethaa83059,1
ifAlias:  -> vethaa8e799,1
ifAlias:  -> vethaace319,1
ifAlias:  -> vethaaf82fa,1
ifAlias:  -> vethab0689a,1
ifAlias:  -> vethab4ff1c,1
ifAlias:  -> vethab91e6f,1
ifAlias:  -> vethac0ecf0,1
ifAlias:  -> vethacf1f4a,1
ifAlias:  -> vethacf224b,1
ifAlias:  -> vethad4a079,1
ifAlias:  -> vethaf18a6b,1
ifAlias:  -> vethafbc7f0,1
ifAlias:  -> vethafc5ca7,1
ifAlias:  -> vethb09db35,1
ifAlias:  -> vethb0cb6ee,1
ifAlias:  -> vethb1a87a6,1
ifAlias:  -> vethb1ff971,1
ifAlias:  -> vethb21832f,1
ifAlias:  -> vethb23ac8e,1
ifAlias:  -> vethb23ec8d,1
ifAlias:  -> vethb30bfed,1
ifAlias:  -> vethb313349,1
ifAlias:  -> vethb3ceb7b,1
ifAlias:  -> vethb4bf7c8,1
ifAlias:  -> vethb67cad3,1
ifAlias:  -> vethb71f0e3,1
ifAlias:  -> vethb764f69,1
ifAlias:  -> vethb7c0b5e,1
ifAlias:  -> vethb90286b,1
ifAlias:  -> vethb956565,1
ifAlias:  -> vethb97abfb,1
ifAlias:  -> vethb9e65ec,1
ifAlias:  -> vethbb07397,1
ifAlias:  -> vethbbe791d,1
ifAlias:  -> vethbc28615,1
ifAlias:  -> vethbcb6bb3,1
ifAlias:  -> vethbd9c95e,1
ifAlias:  -> vethbe1ccf4,1
ifAlias:  -> vethbff1828,1
ifAlias:  -> vethbff7fb7,1
ifAlias:  -> vethc013510,1
ifAlias:  -> vethc098226,1
ifAlias:  -> vethc0e8a9c,1
ifAlias:  -> vethc21239b,1
ifAlias:  -> vethc4009fb,1
ifAlias:  -> vethc40a7e8,1
ifAlias:  -> vethc5489f6,1
ifAlias:  -> vethc57ca10,1
ifAlias:  -> vethc620a25,1
ifAlias:  -> vethc70ef69,1
ifAlias:  -> vethc7466d6,1
ifAlias:  -> vethc82b2f4,1
ifAlias:  -> vethc92fd5d,1
ifAlias:  -> ppp331,1
ifAlias:  -> vethc9def0a,1
ifAlias:  -> vethcb2ae1f,1
ifAlias:  -> vethcbdbe03,1
ifAlias:  -> vethcd088ed,1
ifAlias:  -> vethcd8bc2f,1
ifAlias:  -> vethcddc842,1
ifAlias:  -> vethcfc95d1,1
ifAlias:  -> vethd10a923,1
ifAlias:  -> vethd170662,1
ifAlias:  -> vethd2c1dac,1
ifAlias:  -> vethd3a8ee1,1
ifAlias:  -> vethd59c443,1
ifAlias:  -> vethd5e0d00,1
ifAlias:  -> vethd617d8b,1
ifAlias:  -> vethd669b08,1
ifAlias:  -> vethd79319a,1
ifAlias:  -> vethd7e681d,1
ifAlias:  -> vethda98a94,1
ifAlias:  -> vethdac8a4c,1
ifAlias:  -> vethdb6cc03,1
ifAlias:  -> vethdb750e2,1
ifAlias:  -> vethdbc4603,1
ifAlias:  -> vethde031b7,1
ifAlias:  -> vethdf53948,1
ifAlias:  -> vethe04bb21,1
ifAlias:  -> vethe0ab73a,1
ifAlias:  -> vethe166914,1
ifAlias:  -> vethe281adc,1
ifAlias:  -> vethe29b56e,1
ifAlias:  -> vethe395802,1
ifAlias:  -> vethe4277f4,1
ifAlias:  -> vethe4ac027,1
ifAlias:  -> vethe7a5665,1
ifAlias:  -> vethe7d4c4b,1
ifAlias:  -> vethe81c0a0,1
ifAlias:  -> vethe978e03,1
ifAlias:  -> vethea3ad91,1
ifAlias:  -> vetheab613b,1
ifAlias:  -> vetheafdf68,1
ifAlias:  -> vetheb76793,1
ifAlias:  -> vethebdff49,1
ifAlias:  -> vethebee9e6,1
ifAlias:  -> vethebf0c09,1
ifAlias:  -> vethec39092,1
ifAlias:  -> vethec9beac,1
ifAlias:  -> vethecfd75d,1
ifAlias:  -> vethee2bba4,1
ifAlias:  -> vethef664b4,1
ifAlias:  -> vethefbba1d,1
ifAlias:  -> vethf10bd58,1
ifAlias:  -> vethf1fe693,1
ifAlias:  -> vethf2cbd66,1
ifAlias:  -> vethf493005,1
ifAlias:  -> vethf4a833d,1
ifAlias:  -> vethf5a0457,1
ifAlias:  -> vethf5d60a3,1
ifAlias:  -> vethf5f9b68,1
ifAlias:  -> vethf6a3f21,1
ifAlias:  -> vethf6b1b87,1
ifAlias:  -> vethf6b7665,1
ifAlias:  -> vethf7cbbf5,1
ifAlias:  -> vethf834560,1
ifAlias:  -> vethf8dac2c,1
ifAlias:  -> vethfa3cde8,1
ifAlias:  -> vethfb25880,1
ifAlias:  -> vethfc08c74,1
ifAlias:  -> vethfc7580b,1
ifAlias:  -> vethfd814c7,1
ifAlias:  -> vethfe0d328,1
ifAlias:  -> vethfee2126,1
ifAlias:  -> vlan109-SRV0009 devbriva,1
ifAlias:  -> vlan110-SRV0010 apibriva,1
ifAlias:  -> vlan111-SRV0011 billbcasyariah,1
ifAlias:  -> vlan112-SRV0012 apibcas,1
ifAlias:  -> vlan113-SRV0013 apibca,1
ifAlias:  -> vlan114-SRV0014 devapibca,1
ifAlias:  -> vlan115-SVR0015-EveNG,1
ifAlias:  -> vlan116-SVR0016-ServerImage,1
ifAlias:  -> vlan117-SVR0017-ServerPostgree,1
ifAlias:  -> vlan1200-Vyospujo,1
ifAlias:  -> vlan1680,1
ifAlias:  -> vlan1711-Core MLG PAS-SBY-MLG,1
ifAlias:  -> vlan1901-OLT KantorC600,1
ifAlias:  -> vlan2211,1
ifAlias:  -> vlan2211-Local EVE,1
ifAlias:  -> vlan2502,1
ifAlias:  -> xgei-1/10/1,1
ifAlias:  -> xgei-1/10/2,1
ifAlias:  -> xgei-1/10/3,1
ifAlias:  -> xgei-1/10/4,1
ifAlias:  -> xgei-1/11/1,1
ifAlias:  -> xgei-1/11/2,1
ifAlias:  -> xgei-1/11/3,1
ifAlias:  -> xgei-1/11/4,1
ifAlias: #eoip-tunnel-RADIUSD TO PASURUAN -> PENTING,1
ifAlias: BACKUP KE PAS di aktifkan kalo MLG - PAS CUT -> vlan1704-Dsitri PAS MLG - SBY - PAS GIT,1
"BGP Session Down: 10.10.232.129 (AS64315 ), last error: Hold Timer Expired",1
ifAlias: Backup ke SBY CCR -> vlan1706-CCR1036 OMADATA MLG - PAS - SBY GIT,1
"BGP Session Down: 103.215.176.94 (AS147094 ), last error: Reserved",1
"BGP Session Flap: 10.10.232.129 (AS64315 ), last error: Hold Timer Expired",1
ifAlias: Di Aktifkan kalo Lintas CUT -> vlan1707-Juniper Omadata MLG - PAS - SBY GIT,1
"BGP Session Flap: 10.10.232.129 (AS64315 ), last error: Reserved",1
ifAlias: Ethernet1/42 -> Kantorc600-XGEI101,1
BGP Session Up: 10.10.232.129 (AS64315 ),1
BGP Session Up: 10.246.15.134 (AS5214 ),1
BGP Session Up: 103.215.176.94 (AS147094 ),1
BGP Session Up: 117.103.68.1 (AS64555 ),1
Current under threshold: 0 A (< 0.0001 A),1
ifType:  -> ieee8023adLag,1
ifSpeed: 20 Gbps -> 0 bps,1
ifAlias: Kurang ini ke GIT -> vlan601-CCR OMADATA Via Lintas,1
Device rebooted after 6 months 2 weeks 14 hours 38 minutes -> 158s,1
Fanspeed above threshold: 6510 rpm (> 6480 rpm),1
